x,y
13000,3102300
13000,3119000
13000,3144832
13000,3262832
13000,3503700
13000,3766700
13000,3906000
13000,4075000
13000,4230000
13000,4318000
13000,4403000
13000,4470999
13000,4535999
13000,4541000
13000,4585000
13000,4625000
13000,4634848
13000,4653848
13000,4695000
13000,4760000
13000,4801684
13000,4810684
13000,4815000
13000,4848999
13000,4898999
13000,4932284
13000,4965284
13000,5005664
13000,5052068
13000,5106404
13000,5141000
13000,5150000
13000,5155000
13000,5175000
13000,5224000
13000,5259000
13000,5265000
13000,5271000
13000,5287000
13000,5320664
13000,5386100
13000,5429436
13000,5432000
13000,5463000
13000,5500616
13000,5514616
13000,5521000
13000,5525000
13000,5534000
13000,5642436
13000,5753436
13000,5795000
13000,5842000
13000,5927999
13000,6090999
13000,6201000
13000,6221000
13000,6223000
13000,6226000
13000,6229000
13000,6258700
13000,6429700
13000,6583000
13000,6596000
13000,6599000
13000,6643000
13000,6703256
13000,6760256
13000,6815000
13000,6861000
13000,6908000
13000,6927000
13000,6937000
13000,6946000
13000,6953000
13000,6986000
13000,7018000
13000,7030000
13000,7039000
13000,7042296
13000,7046592
13000,7094364
13000,7142068
13000,7145068
13000,7147068
13000,7149000
13000,7150999
13000,7151999
13000,7168000
13000,7189000
13000,7196000
13000,7206000
13000,7221000
13000,7228999
13000,7229999
13000,7248332
13000,7267332
13000,7268336
13000,7273336
13000,7369000
13000,7460668
13000,7461668
13000,7462004
13000,7462826
13000,7470822
13000,7494000
13000,7513000
13000,7517000
13000,7572000
13000,7627000
13000,7634000
13000,7646668
13000,7653668
13000,7654668
13000,7656158
13000,7670490
13000,7690000
13000,7702000
13000,7716000
13000,7742000
13000,7773000
13000,7796000
13000,7815000
13000,7830000
13000,7837892
13000,7916892
13000,8076999
13000,8174999
13000,8208000
13000,8232000
13000,8239000
13000,8308000
13000,8380000
13000,8402000
13000,8433000
13000,8458324
13000,8471324
13000,8480000
13000,8493892
13000,8550556
13000,8613664
13000,8628000
13000,8634999
13000,8641999
13000,8661000
13000,8725664
13000,8780664
13000,8944000
13000,9128000
13000,9191000
13000,9247000
13000,9273000
13000,9324000
13000,9387000
13000,9413000
13000,9438000
13000,9455000
13000,9460000
13000,9468000
13000,9499000
13000,9536999
13000,9547999
13000,9572000
13000,9598000
13000,9607000
13000,9716999
13000,9819999
13000,9824296
13000,9892296
13000,9957000
13000,10006068
13000,10060068
13000,10067000
13000,10092000
13000,10139000
13000,10189000
13000,10233000
13000,10252000
13000,10290000
13000,10337000
13000,10371000
13000,10408000
13000,10456296
13000,10491906
13000,10494610
13000,10520000
13000,10553000
13000,10563000
13000,10566000
13000,10586554
13000,10606462
13000,10608466
13000,10639557
13000,10669999
13000,10676664
13000,10684664
13000,10703000
13000,10745704
13000,10784926
13000,10799444
13000,10801448
13000,10802780
13000,10803444
13000,10804780
13000,10809890
13000,10829284
13000,10850284
13000,10860436
13000,10870040
13000,10877208
13000,10880208
13000,10884208
13000,10889672
13000,10893450
13000,10920722
13000,10947636
13000,10971186
13000,10994890
13000,10996222
13000,10996780
13000,10998116
13000,11021558
13000,11045000
13000,11047856
13000,11051856
13000,11058000
13000,11069000
13000,11080000
13000,11096000
13000,11114000
13000,11139000
13000,11180000
13000,11398000
13000,11681000
13000,11777000
13000,11802000
13000,11822000
13000,11887000
13000,11951000
13000,11988004
13000,12027008
13000,12077004
13000,12125000
13000,12129664
13000,12132274
13000,12175425
13000,12217631
13000,12220816
13000,12225816
13000,12236816
13000,12279000
13000,12318000
13000,12330156
13000,12339156
13000,12352664
13000,12370664
13000,12405000
13000,12451000
13000,12478296
13000,12493296
13000,12504000
13000,12520436
13000,12533436
13000,12534382
13000,12546382
13000,12568068
13000,12586208
13000,12601140
13000,12613000
13000,12637000
13000,12656655
13000,12662655
13000,12669000
13000,12708568
13000,12747140
13000,12749484
13000,12752912
13000,12755000
13000,12756936
13000,12758182
13000,12761246
13000,12764436
13000,12768436
13000,12794930
13000,12835930
13000,12855988
13000,12864988
13000,12872956
13000,12873956
13000,12993000
13000,13127684
13000,13179668
13000,13216994
13000,13223526
13000,13324516
13000,13453000
13000,13574000
13000,13742000
13000,13867000
13000,13934000
13000,13987000
13000,14119446
13000,14247412
13000,14296966
13000,14326000
13000,14439200
13000,14581194
13000,14616988
13000,14622014
13000,14737020
13000,14863000
13000,14898000
13000,14947000
13000,14997000
13000,15020000
13000,15025000
13000,15049000
13000,15090116
13000,15134116
13000,15169000
13000,15224000
13000,15279000
13000,15321000
13000,15447672
13000,15580622
13000,15645900
13000,15716950
13000,15776000
13000,15795000
13000,15836000
13000,15903000
13000,15937704
13000,15979682
13000,16038978
13000,16096644
13000,16347844
13000,16676200
13000,16792000
13000,16797000
13000,16808000
13000,16825000
13000,16848000
13000,16872000
13000,16893000
13000,16908000
13000,16935000
13000,16962000
13000,16992688
13000,17272688
13000,17534999
13000,17545999
13000,17585000
13000,17635000
13000,17703000
13000,17901216
13000,18112888
13000,18461744
13000,18747072
13000,18762000
13000,18987200
13000,19482800
13000,19776600
13000,19810000
13000,19833664
13000,19842328
13000,19847328
13000,19851328
13000,19866664
13000,19889668
13000,19902310
13000,19907284
13000,19911310
13000,19917668
13000,19936496
13000,19953496
13000,20301788
13000,20654788
13000,20669000
13000,20677000
13000,20681000
13000,20688504
13000,20705304
13000,20717700
13000,20728564
13000,20748912
13000,20759684
13000,20780436
13000,20833116
13000,20892116
13000,20959996
13000,21001996
13000,21021892
13000,21079892
13000,21118100
13000,21119100
13000,21121000
13000,21145000
13000,21175000
13000,21184000
13000,21187000
13000,21200952
13000,21219718
13000,21246766
13000,21278000
13000,21312000
13000,21339154
13000,21363154
13000,21401000
13000,21419000
13000,21431664
13000,21460664
13000,21480000
13000,21495050
13000,21509050
13000,21513000
13000,21516612
13000,21517434
13000,21517822
13000,21518056
13000,21518376
41000,5640
41000,11396
41000,35756
41000,121000
41000,186000
41000,195996
41000,215996
41000,248000
41000,268308
41000,298308
41000,339000
41000,401000
41000,494046
41000,538208
41000,543162
41000,555640
41000,563640
41000,573000
41000,605000
41000,653000
41000,804000
41000,980000
41000,1060046
41000,1090452
41000,1099162
41000,1108512
41000,1111756
41000,1120756
41000,1152756
41000,1211162
41000,1245324
41000,1256162
41000,1300000
41000,1350000
41000,1406448
41000,1451448
41000,1468000
41000,1567162
41000,1688162
41000,1730000
41000,1749000
41000,1786000
41000,1833000
41000,1856000
41000,1869000
41000,1939640
41000,1999396
41000,2001604
41000,2100604
41000,2215756
41000,2264000
41000,2314162
41000,2342918
41000,2387756
41000,2456162
41000,2507208
41000,2526208
41000,2540162
41000,2745000
41000,2946000
41000,2960000
41000,2989000
41000,3025000
41000,3036502
41000,3047502
41000,3062374
41000,3078674
41000,3102300
41000,3119000
41000,3144832
41000,3262832
41000,3503700
41000,3766700
41000,3906000
41000,4075000
41000,4230000
41000,4318000
41000,4403000
41000,4470999
41000,4535999
41000,4541000
41000,4585000
41000,4625000
41000,4634848
41000,4653848
41000,4695000
41000,4760000
41000,4801684
41000,4810684
41000,4815000
41000,4848999
41000,4898999
41000,4932284
41000,4965284
41000,5005664
41000,5052068
41000,5106404
41000,5141000
41000,5150000
41000,5155000
41000,5175000
41000,5224000
41000,5259000
41000,5265000
41000,5271000
41000,5287000
41000,5320664
41000,5386100
41000,5429436
41000,5432000
41000,5463000
41000,5500616
41000,5514616
41000,5521000
41000,5525000
41000,5534000
41000,5642436
41000,5753436
41000,5795000
41000,5842000
41000,5927999
41000,6090999
41000,6201000
41000,6221000
41000,6223000
41000,6226000
41000,6229000
41000,6258700
41000,6429700
41000,6583000
41000,6596000
41000,6599000
41000,6643000
41000,6703256
41000,6760256
41000,6815000
41000,6861000
41000,6908000
41000,6927000
41000,6937000
41000,6946000
41000,6953000
41000,6986000
41000,7018000
41000,7030000
41000,7039000
41000,7042296
41000,7046592
41000,7094364
41000,7142068
41000,7145068
41000,7147068
41000,7149000
41000,7150999
41000,7151999
41000,7168000
41000,7189000
41000,7196000
41000,7206000
41000,7221000
41000,7228999
41000,7229999
41000,7248332
41000,7267332
41000,7268336
41000,7273336
41000,7369000
41000,7460668
41000,7461668
41000,7462004
41000,7462826
41000,7470822
41000,7494000
41000,7513000
41000,7517000
41000,7572000
41000,7627000
41000,7634000
41000,7646668
41000,7653668
41000,7654668
41000,7656158
41000,7670490
41000,7690000
41000,7702000
41000,7716000
41000,7742000
41000,7773000
41000,7796000
41000,7815000
41000,7830000
41000,7837892
41000,7916892
41000,8076999
41000,8174999
41000,8208000
41000,8232000
41000,8239000
41000,8308000
41000,8380000
41000,8402000
41000,8433000
41000,8458324
41000,8471324
41000,8480000
41000,8493892
41000,8550556
41000,8613664
41000,8628000
41000,8634999
41000,8641999
41000,8661000
41000,8725664
41000,8780664
41000,8944000
41000,9128000
41000,9191000
41000,9247000
41000,9273000
41000,9324000
41000,9387000
41000,9413000
41000,9438000
41000,9455000
41000,9460000
41000,9468000
41000,9499000
41000,9536999
41000,9547999
41000,9572000
41000,9598000
41000,9607000
41000,9716999
41000,9819999
41000,9824296
41000,9892296
41000,9957000
41000,10006068
41000,10060068
41000,10067000
41000,10092000
41000,10139000
41000,10189000
41000,10233000
41000,10252000
41000,10290000
41000,10337000
41000,10371000
41000,10408000
41000,10456296
41000,10491906
41000,10494610
41000,10520000
41000,10553000
41000,10563000
41000,10566000
41000,10586554
41000,10606462
41000,10608466
41000,10639557
41000,10669999
41000,10676664
41000,10684664
41000,10703000
41000,10745704
41000,10784926
41000,10799444
41000,10801448
41000,10802780
41000,10803444
41000,10804780
41000,10809890
41000,10829284
41000,10850284
41000,10860436
41000,10870040
41000,10877208
41000,10880208
41000,10884208
41000,10889672
41000,10893450
41000,10920722
41000,10947636
41000,10971186
41000,10994890
41000,10996222
41000,10996780
41000,10998116
41000,11021558
41000,11045000
41000,11047856
41000,11051856
41000,11058000
41000,11069000
41000,11080000
41000,11096000
41000,11114000
41000,11139000
41000,11180000
41000,11398000
41000,11681000
41000,11777000
41000,11802000
41000,11822000
41000,11887000
41000,11951000
41000,11988004
41000,12027008
41000,12077004
41000,12125000
41000,12129664
41000,12132274
41000,12175425
41000,12217631
41000,12220816
41000,12225816
41000,12236816
41000,12279000
41000,12318000
41000,12330156
41000,12339156
41000,12352664
41000,12370664
41000,12405000
41000,12451000
41000,12478296
41000,12493296
41000,12504000
41000,12520436
41000,12533436
41000,12534382
41000,12546382
41000,12568068
41000,12586208
41000,12601140
41000,12613000
41000,12637000
41000,12656655
41000,12662655
41000,12669000
41000,12708568
41000,12747140
41000,12749484
41000,12752912
41000,12755000
41000,12756936
41000,12758182
41000,12761246
41000,12764436
41000,12768436
41000,12794930
41000,12835930
41000,12855988
41000,12864988
41000,12872956
41000,12873956
41000,12993000
41000,13127684
41000,13179668
41000,13216994
41000,13223526
41000,13324516
41000,13453000
41000,13574000
41000,13742000
41000,13867000
41000,13934000
41000,13987000
41000,14119446
41000,14247412
41000,14296966
41000,14326000
41000,14439200
41000,14581194
41000,14616988
41000,14622014
41000,14737020
41000,14863000
41000,14898000
41000,14947000
41000,14997000
41000,15020000
41000,15025000
41000,15049000
41000,15090116
41000,15134116
41000,15169000
41000,15224000
41000,15279000
41000,15321000
41000,15447672
41000,15580622
41000,15645900
41000,15716950
41000,15776000
41000,15795000
41000,15836000
41000,15903000
41000,15937704
41000,15979682
41000,16038978
41000,16096644
41000,16347844
41000,16676200
41000,16792000
41000,16797000
41000,16808000
41000,16825000
41000,16848000
41000,16872000
41000,16893000
41000,16908000
41000,16935000
41000,16962000
41000,16992688
41000,17272688
41000,17534999
41000,17545999
41000,17585000
41000,17635000
41000,17703000
41000,17901216
41000,18112888
41000,18461744
41000,18747072
41000,18762000
41000,18987200
41000,19482800
41000,19776600
41000,19810000
41000,19833664
41000,19842328
41000,19847328
41000,19851328
41000,19866664
41000,19889668
41000,19902310
41000,19907284
41000,19911310
41000,19917668
41000,19936496
41000,19953496
41000,20301788
41000,20654788
41000,20669000
41000,20677000
41000,20681000
41000,20688504
41000,20705304
41000,20717700
41000,20728564
41000,20748912
41000,20759684
41000,20780436
41000,20833116
41000,20892116
41000,20959996
41000,21001996
41000,21021892
41000,21079892
41000,21118100
41000,21119100
41000,21121000
41000,21145000
41000,21175000
41000,21184000
41000,21187000
41000,21200952
41000,21219718
41000,21246766
41000,21278000
41000,21312000
41000,21339154
41000,21363154
41000,21401000
41000,21419000
41000,21431664
41000,21460664
41000,21480000
41000,21495050
41000,21509050
41000,21513000
41000,21516612
41000,21517434
41000,21517822
41000,21518056
41000,21518376
125000,5640
125000,11396
125000,35756
125000,121000
125000,186000
125000,195996
125000,215996
125000,248000
125000,268308
125000,298308
125000,339000
125000,401000
125000,494046
125000,538208
125000,543162
125000,555640
125000,563640
125000,573000
125000,605000
125000,653000
125000,804000
125000,980000
125000,1060046
125000,1090452
125000,1099162
125000,1108512
125000,1111756
125000,1120756
125000,1152756
125000,1211162
125000,1245324
125000,1256162
125000,1300000
125000,1350000
125000,1406448
125000,1451448
125000,1468000
125000,1567162
125000,1688162
125000,1730000
125000,1749000
125000,1786000
125000,1833000
125000,1856000
125000,1869000
125000,1939640
125000,1999396
125000,2001604
125000,2100604
125000,2215756
125000,2264000
125000,2314162
125000,2342918
125000,2387756
125000,2456162
125000,2507208
125000,2526208
125000,2540162
125000,2745000
125000,2946000
125000,2960000
125000,2989000
125000,3025000
125000,3036502
125000,3047502
